ZIP,COUNTYNAME,STATE,Helper1,Helper2,ZIP2,STCOUNTYFP,CLASSFP,,State,STCode,State Acres,Natl. Parks,Park Coverage (acres),%NPARK,,,,,,,,,,
02134,Suffolk County,MA,MA|Suffolk County,MA|Suffolk,02134,25025,H4,,,,,,,,,,,,,,,,,
02137,Suffolk County,MA,MA|Suffolk County,MA|Suffolk,02137,25025,H4,,,,,,,,,,,,,,,,,
02152,Suffolk County,MA,MA|Suffolk County,MA|Suffolk,02152,25025,H4,,,,,,,,,,,,,,,,,
02163,Suffolk County,MA,MA|Suffolk County,MA|Suffolk,02163,25025,H4,,,,,,,,,,,,,,,,,
02196,Suffolk County,MA,MA|Suffolk County,MA|Suffolk,02196,25025,H4,,,,,,,,,,,,,,,,,
02199,Suffolk County,MA,MA|Suffolk County,MA|Suffolk,02199,25025,H4,,,,,,,,,,,,,,,,,
02201,Suffolk County,MA,MA|Suffolk County,MA|Suffolk,02201,25025,H4,,,,,,,,,,,,,,,,,
02203,Suffolk County,MA,MA|Suffolk County,MA|Suffolk,02203,25025,H4,,,,,,,,,,,,,,,,,
02205,Suffolk County,MA,MA|Suffolk County,MA|Suffolk,02205,25025,H4,,,,,,,,,,,,,,,,,
02210,Suffolk County,MA,MA|Suffolk County,MA|Suffolk,02210,25025,H4,,,,,,,,,,,,,,,,,
02217,Suffolk County,MA,MA|Suffolk County,MA|Suffolk,02217,25025,H4,,,,,,,,,,,,,,,,,
02222,Suffolk County,MA,MA|Suffolk County,MA|Suffolk,02222,25025,H4,,,,,,,,,,,,,,,,,
01005,Worcester County,MA,MA|Worcester County,MA|Worcester,01005,25027,H4,,,,,,,,,,,,,,,,,
01031,Worcester County,MA,MA|Worcester County,MA|Worcester,01031,25027,H4,,,,,,,,,,,,,,,,,
01037,Worcester County,MA,MA|Worcester County,MA|Worcester,01037,25027,H4,,,,,,,,,,,,,,,,,
01068,Worcester County,MA,MA|Worcester County,MA|Worcester,01068,25027,H4,,,,,,,,,,,,,,,,,
01074,Worcester County,MA,MA|Worcester County,MA|Worcester,01074,25027,H4,,,,,,,,,,,,,,,,,
01083,Worcester County,MA,MA|Worcester County,MA|Worcester,01083,25027,H4,,,,,,,,,,,,,,,,,
01092,Worcester County,MA,MA|Worcester County,MA|Worcester,01092,25027,H4,,,,,,,,,,,,,,,,,
01094,Worcester County,MA,MA|Worcester County,MA|Worcester,01094,25027,H4,,,,,,,,,,,,,,,,,
01366,Worcester County,MA,MA|Worcester County,MA|Worcester,01366,25027,H4,,,,,,,,,,,,,,,,,
01368,Worcester County,MA,MA|Worcester County,MA|Worcester,01368,25027,H4,,,,,,,,,,,,,,,,,
01420,Worcester County,MA,MA|Worcester County,MA|Worcester,01420,25027,H4,,,,,,,,,,,,,,,,,
01430,Worcester County,MA,MA|Worcester County,MA|Worcester,01430,25027,H4,,,,,,,,,,,,,,,,,
01436,Worcester County,MA,MA|Worcester County,MA|Worcester,01436,25027,H4,,,,,,,,,,,,,,,,,
01438,Worcester County,MA,MA|Worcester County,MA|Worcester,01438,25027,H4,,,,,,,,,,,,,,,,,
01440,Worcester County,MA,MA|Worcester County,MA|Worcester,01440,25027,H4,,,,,,,,,,,,,,,,,
01441,Worcester County,MA,MA|Worcester County,MA|Worcester,01441,25027,H4,,,,,,,,,,,,,,,,,
01452,Worcester County,MA,MA|Worcester County,MA|Worcester,01452,25027,H4,,,,,,,,,,,,,,,,,
01453,Worcester County,MA,MA|Worcester County,MA|Worcester,01453,25027,H4,,,,,,,,,,,,,,,,,
01467,Worcester County,MA,MA|Worcester County,MA|Worcester,01467,25027,H4,,,,,,,,,,,,,,,,,
01468,Worcester County,MA,MA|Worcester County,MA|Worcester,01468,25027,H4,,,,,,,,,,,,,,,,,
01473,Worcester County,MA,MA|Worcester County,MA|Worcester,01473,25027,H4,,,,,,,,,,,,,,,,,
01475,Worcester County,MA,MA|Worcester County,MA|Worcester,01475,25027,H4,,,,,,,,,,,,,,,,,
01501,Worcester County,MA,MA|Worcester County,MA|Worcester,01501,25027,H4,,,,,,,,,,,,,,,,,
01503,Worcester County,MA,MA|Worcester County,MA|Worcester,01503,25027,H4,,,,,,,,,,,,,,,,,
01505,Worcester County,MA,MA|Worcester County,MA|Worcester,01505,25027,H4,,,,,,,,,,,,,,,,,
01506,Worcester County,MA,MA|Worcester County,MA|Worcester,01506,25027,H4,,,,,,,,,,,,,,,,,
01507,Worcester County,MA,MA|Worcester County,MA|Worcester,01507,25027,H4,,,,,,,,,,,,,,,,,
01508,Worcester County,MA,MA|Worcester County,MA|Worcester,01508,25027,H4,,,,,,,,,,,,,,,,,
01509,Worcester County,MA,MA|Worcester County,MA|Worcester,01509,25027,H4,,,,,,,,,,,,,,,,,
01510,Worcester County,MA,MA|Worcester County,MA|Worcester,01510,25027,H4,,,,,,,,,,,,,,,,,
01515,Worcester County,MA,MA|Worcester County,MA|Worcester,01515,25027,H4,,,,,,,,,,,,,,,,,
01516,Worcester County,MA,MA|Worcester County,MA|Worcester,01516,25027,H4,,,,,,,,,,,,,,,,,
01518,Worcester County,MA,MA|Worcester County,MA|Worcester,01518,25027,H4,,,,,,,,,,,,,,,,,
01519,Worcester County,MA,MA|Worcester County,MA|Worcester,01519,25027,H4,,,,,,,,,,,,,,,,,
01520,Worcester County,MA,MA|Worcester County,MA|Worcester,01520,25027,H4,,,,,,,,,,,,,,,,,
01522,Worcester County,MA,MA|Worcester County,MA|Worcester,01522,25027,H4,,,,,,,,,,,,,,,,,
01523,Worcester County,MA,MA|Worcester County,MA|Worcester,01523,25027,H4,,,,,,,,,,,,,,,,,
01524,Worcester County,MA,MA|Worcester County,MA|Worcester,01524,25027,H4,,,,,,,,,,,,,,,,,
01525,Worcester County,MA,MA|Worcester County,MA|Worcester,01525,25027,H4,,,,,,,,,,,,,,,,,
01526,Worcester County,MA,MA|Worcester County,MA|Worcester,01526,25027,H4,,,,,,,,,,,,,,,,,
01527,Worcester County,MA,MA|Worcester County,MA|Worcester,01527,25027,H4,,,,,,,,,,,,,,,,,
01529,Worcester County,MA,MA|Worcester County,MA|Worcester,01529,25027,H4,,,,,,,,,,,,,,,,,
01531,Worcester County,MA,MA|Worcester County,MA|Worcester,01531,25027,H4,,,,,,,,,,,,,,,,,
01534,Worcester County,MA,MA|Worcester County,MA|Worcester,01534,25027,H4,,,,,,,,,,,,,,,,,
01535,Worcester County,MA,MA|Worcester County,MA|Worcester,01535,25027,H4,,,,,,,,,,,,,,,,,
01536,Worcester County,MA,MA|Worcester County,MA|Worcester,01536,25027,H4,,,,,,,,,,,,,,,,,
01537,Worcester County,MA,MA|Worcester County,MA|Worcester,01537,25027,H4,,,,,,,,,,,,,,,,,
01538,Worcester County,MA,MA|Worcester County,MA|Worcester,01538,25027,H4,,,,,,,,,,,,,,,,,
01540,Worcester County,MA,MA|Worcester County,MA|Worcester,01540,25027,H4,,,,,,,,,,,,,,,,,
01541,Worcester County,MA,MA|Worcester County,MA|Worcester,01541,25027,H4,,,,,,,,,,,,,,,,,
01542,Worcester County,MA,MA|Worcester County,MA|Worcester,01542,25027,H4,,,,,,,,,,,,,,,,,
01543,Worcester County,MA,MA|Worcester County,MA|Worcester,01543,25027,H4,,,,,,,,,,,,,,,,,
01545,Worcester County,MA,MA|Worcester County,MA|Worcester,01545,25027,H4,,,,,,,,,,,,,,,,,
01546,Worcester County,MA,MA|Worcester County,MA|Worcester,01546,25027,H4,,,,,,,,,,,,,,,,,
01550,Worcester County,MA,MA|Worcester County,MA|Worcester,01550,25027,H4,,,,,,,,,,,,,,,,,
01560,Worcester County,MA,MA|Worcester County,MA|Worcester,01560,25027,H4,,,,,,,,,,,,,,,,,
01561,Worcester County,MA,MA|Worcester County,MA|Worcester,01561,25027,H4,,,,,,,,,,,,,,,,,
01562,Worcester County,MA,MA|Worcester County,MA|Worcester,01562,25027,H4,,,,,,,,,,,,,,,,,
01564,Worcester County,MA,MA|Worcester County,MA|Worcester,01564,25027,H4,,,,,,,,,,,,,,,,,
01566,Worcester County,MA,MA|Worcester County,MA|Worcester,01566,25027,H4,,,,,,,,,,,,,,,,,
01568,Worcester County,MA,MA|Worcester County,MA|Worcester,01568,25027,H4,,,,,,,,,,,,,,,,,
01569,Worcester County,MA,MA|Worcester County,MA|Worcester,01569,25027,H4,,,,,,,,,,,,,,,,,
01570,Worcester County,MA,MA|Worcester County,MA|Worcester,01570,25027,H4,,,,,,,,,,,,,,,,,
01571,Worcester County,MA,MA|Worcester County,MA|Worcester,01571,25027,H4,,,,,,,,,,,,,,,,,
01581,Worcester County,MA,MA|Worcester County,MA|Worcester,01581,25027,H4,,,,,,,,,,,,,,,,,
01583,Worcester County,MA,MA|Worcester County,MA|Worcester,01583,25027,H4,,,,,,,,,,,,,,,,,
01585,Worcester County,MA,MA|Worcester County,MA|Worcester,01585,25027,H4,,,,,,,,,,,,,,,,,
01586,Worcester County,MA,MA|Worcester County,MA|Worcester,01586,25027,H4,,,,,,,,,,,,,,,,,
01588,Worcester County,MA,MA|Worcester County,MA|Worcester,01588,25027,H4,,,,,,,,,,,,,,,,,
01590,Worcester County,MA,MA|Worcester County,MA|Worcester,01590,25027,H4,,,,,,,,,,,,,,,,,
01601,Worcester County,MA,MA|Worcester County,MA|Worcester,01601,25027,H4,,,,,,,,,,,,,,,,,
01602,Worcester County,MA,MA|Worcester County,MA|Worcester,01602,25027,H4,,,,,,,,,,,,,,,,,
01603,Worcester County,MA,MA|Worcester County,MA|Worcester,01603,25027,H4,,,,,,,,,,,,,,,,,
01604,Worcester County,MA,MA|Worcester County,MA|Worcester,01604,25027,H4,,,,,,,,,,,,,,,,,
01605,Worcester County,MA,MA|Worcester County,MA|Worcester,01605,25027,H4,,,,,,,,,,,,,,,,,
01606,Worcester County,MA,MA|Worcester County,MA|Worcester,01606,25027,H4,,,,,,,,,,,,,,,,,
01607,Worcester County,MA,MA|Worcester County,MA|Worcester,01607,25027,H4,,,,,,,,,,,,,,,,,
01608,Worcester County,MA,MA|Worcester County,MA|Worcester,01608,25027,H4,,,,,,,,,,,,,,,,,
01609,Worcester County,MA,MA|Worcester County,MA|Worcester,01609,25027,H4,,,,,,,,,,,,,,,,,
01610,Worcester County,MA,MA|Worcester County,MA|Worcester,01610,25027,H4,,,,,,,,,,,,,,,,,
01611,Worcester County,MA,MA|Worcester County,MA|Worcester,01611,25027,H4,,,,,,,,,,,,,,,,,
01612,Worcester County,MA,MA|Worcester County,MA|Worcester,01612,25027,H4,,,,,,,,,,,,,,,,,
01613,Worcester County,MA,MA|Worcester County,MA|Worcester,01613,25027,H4,,,,,,,,,,,,,,,,,
01614,Worcester County,MA,MA|Worcester County,MA|Worcester,01614,25027,H4,,,,,,,,,,,,,,,,,
01653,Worcester County,MA,MA|Worcester County,MA|Worcester,01653,25027,H4,,,,,,,,,,,,,,,,,
01655,Worcester County,MA,MA|Worcester County,MA|Worcester,01655,25027,H4,,,,,,,,,,,,,,,,,
01740,Worcester County,MA,MA|Worcester County,MA|Worcester,01740,25027,H4,,,,,,,,,,,,,,,,,
01745,Worcester County,MA,MA|Worcester County,MA|Worcester,01745,25027,H4,,,,,,,,,,,,,,,,,
01747,Worcester County,MA,MA|Worcester County,MA|Worcester,01747,25027,H4,,,,,,,,,,,,,,,,,
01757,Worcester County,MA,MA|Worcester County,MA|Worcester,01757,25027,H4,,,,,,,,,,,,,,,,,
01772,Worcester County,MA,MA|Worcester County,MA|Worcester,01772,25027,H4,,,,,,,,,,,,,,,,,
48705,Alcona County,MI,MI|Alcona County,MI|Alcona,48705,26001,H1,,,,,,,,,,,,,,,,,
48721,Alcona County,MI,MI|Alcona County,MI|Alcona,48721,26001,H1,,,,,,,,,,,,,,,,,
48728,Alcona County,MI,MI|Alcona County,MI|Alcona,48728,26001,H1,,,,,,,,,,,,,,,,,
48737,Alcona County,MI,MI|Alcona County,MI|Alcona,48737,26001,H1,,,,,,,,,,,,,,,,,
48738,Alcona County,MI,MI|Alcona County,MI|Alcona,48738,26001,H1,,,,,,,,,,,,,,,,,
48740,Alcona County,MI,MI|Alcona County,MI|Alcona,48740,26001,H1,,,,,,,,,,,,,,,,,
48742,Alcona County,MI,MI|Alcona County,MI|Alcona,48742,26001,H1,,,,,,,,,,,,,,,,,
48745,Alcona County,MI,MI|Alcona County,MI|Alcona,48745,26001,H1,,,,,,,,,,,,,,,,,
48750,Alcona County,MI,MI|Alcona County,MI|Alcona,48750,26001,H1,,,,,,,,,,,,,,,,,
48761,Alcona County,MI,MI|Alcona County,MI|Alcona,48761,26001,H1,,,,,,,,,,,,,,,,,
48762,Alcona County,MI,MI|Alcona County,MI|Alcona,48762,26001,H1,,,,,,,,,,,,,,,,,
49747,Alcona County,MI,MI|Alcona County,MI|Alcona,49747,26001,H1,,,,,,,,,,,,,,,,,
49806,Alger County,MI,MI|Alger County,MI|Alger,49806,26003,H1,,,,,,,,,,,,,,,,,
49816,Alger County,MI,MI|Alger County,MI|Alger,49816,26003,H1,,,,,,,,,,,,,,,,,
49822,Alger County,MI,MI|Alger County,MI|Alger,49822,26003,H1,,,,,,,,,,,,,,,,,
49825,Alger County,MI,MI|Alger County,MI|Alger,49825,26003,H1,,,,,,,,,,,,,,,,,
49826,Alger County,MI,MI|Alger County,MI|Alger,49826,26003,H1,,,,,,,,,,,,,,,,,
49839,Alger County,MI,MI|Alger County,MI|Alger,49839,26003,H1,,,,,,,,,,,,,,,,,
49862,Alger County,MI,MI|Alger County,MI|Alger,49862,26003,H1,,,,,,,,,,,,,,,,,
49878,Alger County,MI,MI|Alger County,MI|Alger,49878,26003,H1,,,,,,,,,,,,,,,,,
49884,Alger County,MI,MI|Alger County,MI|Alger,49884,26003,H1,,,,,,,,,,,,,,,,,
49885,Alger County,MI,MI|Alger County,MI|Alger,49885,26003,H1,,,,,,,,,,,,,,,,,
49891,Alger County,MI,MI|Alger County,MI|Alger,49891,26003,H1,,,,,,,,,,,,,,,,,
49895,Alger County,MI,MI|Alger County,MI|Alger,49895,26003,H1,,,,,,,,,,,,,,,,,
49010,Allegan County,MI,MI|Allegan County,MI|Allegan,49010,26005,H1,,,,,,,,,,,,,,,,,
49026,Allegan County,MI,MI|Allegan County,MI|Allegan,49026,26005,H1,,,,,,,,,,,,,,,,,
49055,Allegan County,MI,MI|Allegan County,MI|Allegan,49055,26005,H1,,,,,,,,,,,,,,,,,
49056,Allegan County,MI,MI|Allegan County,MI|Allegan,49056,26005,H1,,,,,,,,,,,,,,,,,
49070,Allegan County,MI,MI|Allegan County,MI|Allegan,49070,26005,H1,,,,,,,,,,,,,,,,,
49078,Allegan County,MI,MI|Allegan County,MI|Allegan,49078,26005,H1,,,,,,,,,,,,,,,,,
49080,Allegan County,MI,MI|Allegan County,MI|Allegan,49080,26005,H1,,,,,,,,,,,,,,,,,
49090,Allegan County,MI,MI|Allegan County,MI|Allegan,49090,26005,H1,,,,,,,,,,,,,,,,,
49311,Allegan County,MI,MI|Allegan County,MI|Allegan,49311,26005,H1,,,,,,,,,,,,,,,,,
49314,Allegan County,MI,MI|Allegan County,MI|Allegan,49314,26005,H1,,,,,,,,,,,,,,,,,
49315,Allegan County,MI,MI|Allegan County,MI|Allegan,49315,26005,H1,,,,,,,,,,,,,,,,,
49316,Allegan County,MI,MI|Allegan County,MI|Allegan,49316,26005,H1,,,,,,,,,,,,,,,,,
49323,Allegan County,MI,MI|Allegan County,MI|Allegan,49323,26005,H1,,,,,,,,,,,,,,,,,
49328,Allegan County,MI,MI|Allegan County,MI|Allegan,49328,26005,H1,,,,,,,,,,,,,,,,,
49333,Allegan County,MI,MI|Allegan County,MI|Allegan,49333,26005,H1,,,,,,,,,,,,,,,,,
49335,Allegan County,MI,MI|Allegan County,MI|Allegan,49335,26005,H1,,,,,,,,,,,,,,,,,
49344,Allegan County,MI,MI|Allegan County,MI|Allegan,49344,26005,H1,,,,,,,,,,,,,,,,,
49348,Allegan County,MI,MI|Allegan County,MI|Allegan,49348,26005,H1,,,,,,,,,,,,,,,,,
49406,Allegan County,MI,MI|Allegan County,MI|Allegan,49406,26005,H1,,,,,,,,,,,,,,,,,
49408,Allegan County,MI,MI|Allegan County,MI|Allegan,49408,26005,H1,,,,,,,,,,,,,,,,,
49416,Allegan County,MI,MI|Allegan County,MI|Allegan,49416,26005,H1,,,,,,,,,,,,,,,,,
49419,Allegan County,MI,MI|Allegan County,MI|Allegan,49419,26005,H1,,,,,,,,,,,,,,,,,
49423,Allegan County,MI,MI|Allegan County,MI|Allegan,49423,26005,H1,,,,,,,,,,,,,,,,,
49426,Allegan County,MI,MI|Allegan County,MI|Allegan,49426,26005,H1,,,,,,,,,,,,,,,,,
49450,Allegan County,MI,MI|Allegan County,MI|Allegan,49450,26005,H1,,,,,,,,,,,,,,,,,
49453,Allegan County,MI,MI|Allegan County,MI|Allegan,49453,26005,H1,,,,,,,,,,,,,,,,,
49464,Allegan County,MI,MI|Allegan County,MI|Allegan,49464,26005,H1,,,,,,,,,,,,,,,,,
49707,Alpena County,MI,MI|Alpena County,MI|Alpena,49707,26007,H1,,,,,,,,,,,,,,,,,
49744,Alpena County,MI,MI|Alpena County,MI|Alpena,49744,26007,H1,,,,,,,,,,,,,,,,,
49746,Alpena County,MI,MI|Alpena County,MI|Alpena,49746,26007,H1,,,,,,,,,,,,,,,,,
49753,Alpena County,MI,MI|Alpena County,MI|Alpena,49753,26007,H1,,,,,,,,,,,,,,,,,
49766,Alpena County,MI,MI|Alpena County,MI|Alpena,49766,26007,H1,,,,,,,,,,,,,,,,,
49776,Alpena County,MI,MI|Alpena County,MI|Alpena,49776,26007,H1,,,,,,,,,,,,,,,,,
49611,Antrim County,MI,MI|Antrim County,MI|Antrim,49611,26009,H1,,,,,,,,,,,,,,,,,
49612,Antrim County,MI,MI|Antrim County,MI|Antrim,49612,26009,H1,,,,,,,,,,,,,,,,,
49615,Antrim County,MI,MI|Antrim County,MI|Antrim,49615,26009,H1,,,,,,,,,,,,,,,,,
49622,Antrim County,MI,MI|Antrim County,MI|Antrim,49622,26009,H1,,,,,,,,,,,,,,,,,
49627,Antrim County,MI,MI|Antrim County,MI|Antrim,49627,26009,H1,,,,,,,,,,,,,,,,,
49629,Antrim County,MI,MI|Antrim County,MI|Antrim,49629,26009,H1,,,,,,,,,,,,,,,,,
49648,Antrim County,MI,MI|Antrim County,MI|Antrim,49648,26009,H1,,,,,,,,,,,,,,,,,
49659,Antrim County,MI,MI|Antrim County,MI|Antrim,49659,26009,H1,,,,,,,,,,,,,,,,,
49676,Antrim County,MI,MI|Antrim County,MI|Antrim,49676,26009,H1,,,,,,,,,,,,,,,,,
49690,Antrim County,MI,MI|Antrim County,MI|Antrim,49690,26009,H1,,,,,,,,,,,,,,,,,
49712,Antrim County,MI,MI|Antrim County,MI|Antrim,49712,26009,H1,,,,,,,,,,,,,,,,,
49713,Antrim County,MI,MI|Antrim County,MI|Antrim,49713,26009,H1,,,,,,,,,,,,,,,,,
49720,Antrim County,MI,MI|Antrim County,MI|Antrim,49720,26009,H1,,,,,,,,,,,,,,,,,
49727,Antrim County,MI,MI|Antrim County,MI|Antrim,49727,26009,H1,,,,,,,,,,,,,,,,,
49729,Antrim County,MI,MI|Antrim County,MI|Antrim,49729,26009,H1,,,,,,,,,,,,,,,,,
49730,Antrim County,MI,MI|Antrim County,MI|Antrim,49730,26009,H1,,,,,,,,,,,,,,,,,
48610,Arenac County,MI,MI|Arenac County,MI|Arenac,48610,26011,H1,,,,,,,,,,,,,,,,,
48613,Arenac County,MI,MI|Arenac County,MI|Arenac,48613,26011,H1,,,,,,,,,,,,,,,,,
48650,Arenac County,MI,MI|Arenac County,MI|Arenac,48650,26011,H1,,,,,,,,,,,,,,,,,
48658,Arenac County,MI,MI|Arenac County,MI|Arenac,48658,26011,H1,,,,,,,,,,,,,,,,,
48659,Arenac County,MI,MI|Arenac County,MI|Arenac,48659,26011,H1,,,,,,,,,,,,,,,,,
48703,Arenac County,MI,MI|Arenac County,MI|Arenac,48703,26011,H1,,,,,,,,,,,,,,,,,
48749,Arenac County,MI,MI|Arenac County,MI|Arenac,48749,26011,H1,,,,,,,,,,,,,,,,,
48756,Arenac County,MI,MI|Arenac County,MI|Arenac,48756,26011,H1,,,,,,,,,,,,,,,,,
48763,Arenac County,MI,MI|Arenac County,MI|Arenac,48763,26011,H1,,,,,,,,,,,,,,,,,
48765,Arenac County,MI,MI|Arenac County,MI|Arenac,48765,26011,H1,,,,,,,,,,,,,,,,,
48766,Arenac County,MI,MI|Arenac County,MI|Arenac,48766,26011,H1,,,,,,,,,,,,,,,,,
49861,Baraga County,MI,MI|Baraga County,MI|Baraga,49861,26013,H1,,,,,,,,,,,,,,,,,
49908,Baraga County,MI,MI|Baraga County,MI|Baraga,49908,26013,H1,,,,,,,,,,,,,,,,,
49919,Baraga County,MI,MI|Baraga County,MI|Baraga,49919,26013,H1,,,,,,,,,,,,,,,,,
49946,Baraga County,MI,MI|Baraga County,MI|Baraga,49946,26013,H1,,,,,,,,,,,,,,,,,
49952,Baraga County,MI,MI|Baraga County,MI|Baraga,49952,26013,H1,,,,,,,,,,,,,,,,,
49958,Baraga County,MI,MI|Baraga County,MI|Baraga,49958,26013,H1,,,,,,,,,,,,,,,,,
49962,Baraga County,MI,MI|Baraga County,MI|Baraga,49962,26013,H1,,,,,,,,,,,,,,,,,
49970,Baraga County,MI,MI|Baraga County,MI|Baraga,49970,26013,H1,,,,,,,,,,,,,,,,,
48849,Barry County,MI,MI|Barry County,MI|Barry,48849,26015,H1,,,,,,,,,,,,,,,,,
48897,Barry County,MI,MI|Barry County,MI|Barry,48897,26015,H1,,,,,,,,,,,,,,,,,
49012,Barry County,MI,MI|Barry County,MI|Barry,49012,26015,H1,,,,,,,,,,,,,,,,,
49017,Barry County,MI,MI|Barry County,MI|Barry,49017,26015,H1,,,,,,,,,,,,,,,,,
49021,Barry County,MI,MI|Barry County,MI|Barry,49021,26015,H1,,,,,,,,,,,,,,,,,
49035,Barry County,MI,MI|Barry County,MI|Barry,49035,26015,H1,,,,,,,,,,,,,,,,,
49046,Barry County,MI,MI|Barry County,MI|Barry,49046,26015,H1,,,,,,,,,,,,,,,,,
49050,Barry County,MI,MI|Barry County,MI|Barry,49050,26015,H1,,,,,,,,,,,,,,,,,
49058,Barry County,MI,MI|Barry County,MI|Barry,49058,26015,H1,,,,,,,,,,,,,,,,,
49060,Barry County,MI,MI|Barry County,MI|Barry,49060,26015,H1,,,,,,,,,,,,,,,,,
49073,Barry County,MI,MI|Barry County,MI|Barry,49073,26015,H1,,,,,,,,,,,,,,,,,
49083,Barry County,MI,MI|Barry County,MI|Barry,49083,26015,H1,,,,,,,,,,,,,,,,,
49325,Barry County,MI,MI|Barry County,MI|Barry,49325,26015,H1,,,,,,,,,,,,,,,,,
48604,Bay County,MI,MI|Bay County,MI|Bay,48604,26017,H1,,,,,,,,,,,,,,,,,
48611,Bay County,MI,MI|Bay County,MI|Bay,48611,26017,H1,,,,,,,,,,,,,,,,,
48623,Bay County,MI,MI|Bay County,MI|Bay,48623,26017,H1,,,,,,,,,,,,,,,,,
48631,Bay County,MI,MI|Bay County,MI|Bay,48631,26017,H1,,,,,,,,,,,,,,,,,
48634,Bay County,MI,MI|Bay County,MI|Bay,48634,26017,H1,,,,,,,,,,,,,,,,,
48642,Bay County,MI,MI|Bay County,MI|Bay,48642,26017,H1,,,,,,,,,,,,,,,,,
48652,Bay County,MI,MI|Bay County,MI|Bay,48652,26017,H1,,,,,,,,,,,,,,,,,
48706,Bay County,MI,MI|Bay County,MI|Bay,48706,26017,H1,,,,,,,,,,,,,,,,,
48707,Bay County,MI,MI|Bay County,MI|Bay,48707,26017,H1,,,,,,,,,,,,,,,,,
48708,Bay County,MI,MI|Bay County,MI|Bay,48708,26017,H1,,,,,,,,,,,,,,,,,
48710,Bay County,MI,MI|Bay County,MI|Bay,48710,26017,H1,,,,,,,,,,,,,,,,,
48732,Bay County,MI,MI|Bay County,MI|Bay,48732,26017,H1,,,,,,,,,,,,,,,,,
48747,Bay County,MI,MI|Bay County,MI|Bay,48747,26017,H1,,,,,,,,,,,,,,,,,
48757,Bay County,MI,MI|Bay County,MI|Bay,48757,26017,H1,,,,,,,,,,,,,,,,,
49613,Benzie County,MI,MI|Benzie County,MI|Benzie,49613,26019,H1,,,,,,,,,,,,,,,,,
49616,Benzie County,MI,MI|Benzie County,MI|Benzie,49616,26019,H1,,,,,,,,,,,,,,,,,
49617,Benzie County,MI,MI|Benzie County,MI|Benzie,49617,26019,H1,,,,,,,,,,,,,,,,,
49628,Benzie County,MI,MI|Benzie County,MI|Benzie,49628,26019,H1,,,,,,,,,,,,,,,,,
49630,Benzie County,MI,MI|Benzie County,MI|Benzie,49630,26019,H1,,,,,,,,,,,,,,,,,
49635,Benzie County,MI,MI|Benzie County,MI|Benzie,49635,26019,H1,,,,,,,,,,,,,,,,,
49640,Benzie County,MI,MI|Benzie County,MI|Benzie,49640,26019,H1,,,,,,,,,,,,,,,,,
49643,Benzie County,MI,MI|Benzie County,MI|Benzie,49643,26019,H1,,,,,,,,,,,,,,,,,
49650,Benzie County,MI,MI|Benzie County,MI|Benzie,49650,26019,H1,,,,,,,,,,,,,,,,,
49664,Benzie County,MI,MI|Benzie County,MI|Benzie,49664,26019,H1,,,,,,,,,,,,,,,,,
49683,Benzie County,MI,MI|Benzie County,MI|Benzie,49683,26019,H1,,,,,,,,,,,,,,,,,
49684,Benzie County,MI,MI|Benzie County,MI|Benzie,49684,26019,H1,,,,,,,,,,,,,,,,,
49022,Berrien County,MI,MI|Berrien County,MI|Berrien,49022,26021,H1,,,,,,,,,,,,,,,,,
49023,Berrien County,MI,MI|Berrien County,MI|Berrien,49023,26021,H1,,,,,,,,,,,,,,,,,
49038,Berrien County,MI,MI|Berrien County,MI|Berrien,49038,26021,H1,,,,,,,,,,,,,,,,,
49047,Berrien County,MI,MI|Berrien County,MI|Berrien,49047,26021,H1,,,,,,,,,,,,,,,,,
49084,Berrien County,MI,MI|Berrien County,MI|Berrien,49084,26021,H1,,,,,,,,,,,,,,,,,
49085,Berrien County,MI,MI|Berrien County,MI|Berrien,49085,26021,H1,,,,,,,,,,,,,,,,,
49098,Berrien County,MI,MI|Berrien County,MI|Berrien,49098,26021,H1,,,,,,,,,,,,,,,,,
49101,Berrien County,MI,MI|Berrien County,MI|Berrien,49101,26021,H1,,,,,,,,,,,,,,,,,
49102,Berrien County,MI,MI|Berrien County,MI|Berrien,49102,26021,H1,,,,,,,,,,,,,,,,,
49103,Berrien County,MI,MI|Berrien County,MI|Berrien,49103,26021,H1,,,,,,,,,,,,,,,,,
49104,Berrien County,MI,MI|Berrien County,MI|Berrien,49104,26021,H1,,,,,,,,,,,,,,,,,
49106,Berrien County,MI,MI|Berrien County,MI|Berrien,49106,26021,H1,,,,,,,,,,,,,,,,,
49107,Berrien County,MI,MI|Berrien County,MI|Berrien,49107,26021,H1,,,,,,,,,,,,,,,,,
49111,Berrien County,MI,MI|Berrien County,MI|Berrien,49111,26021,H1,,,,,,,,,,,,,,,,,
49113,Berrien County,MI,MI|Berrien County,MI|Berrien,49113,26021,H1,,,,,,,,,,,,,,,,,
49115,Berrien County,MI,MI|Berrien County,MI|Berrien,49115,26021,H1,,,,,,,,,,,,,,,,,
49116,Berrien County,MI,MI|Berrien County,MI|Berrien,49116,26021,H1,,,,,,,,,,,,,,,,,
49117,Berrien County,MI,MI|Berrien County,MI|Berrien,49117,26021,H1,,,,,,,,,,,,,,,,,
49119,Berrien County,MI,MI|Berrien County,MI|Berrien,49119,26021,H1,,,,,,,,,,,,,,,,,
49120,Berrien County,MI,MI|Berrien County,MI|Berrien,49120,26021,H1,,,,,,,,,,,,,,,,,
